中央,#genre#
CCTV6,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226046/1/index.m3u8?fmt=ts2hls
CCTV7,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225745/1/index.m3u8?fmt=ts2hls
CCTV8,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226005/1/index.m3u8?fmt=ts2hls
CCTV9,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226031/1/index.m3u8?fmt=ts2hls
CCTV10,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225685/1/index.m3u8?fmt=ts2hls
CCTV11,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225746/1/index.m3u8?fmt=ts2hls
CCTV12,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225747/1/index.m3u8?fmt=ts2hls
CCTV13,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225748/1/index.m3u8?fmt=ts2hls
CCTV14,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225727/1/index.m3u8?fmt=ts2hls
CCTV15,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225749/1/index.m3u8?fmt=ts2hls
CCTV17,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226027/1/index.m3u8?fmt=ts2hls
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8
CCTV2,http://iptv.tvfix.org/hls/cctv2hd.m3u8
CCTV3,http://iptv.tvfix.org/hls/cctv3hd.m3u8
CCTV4,http://iptv.tvfix.org/hls/cctv4hd.m3u8
CCTV5,http://iptv.tvfix.org/hls/cctv5hd.m3u8
CCTV6,http://iptv.tvfix.org/hls/cctv6hd.m3u8
CCTV9,http://iptv.tvfix.org/hls/cctv9hd.m3u8
CCTV11,http://iptv.tvfix.org/hls/cctv11hd.m3u8
CCTV12,http://iptv.tvfix.org/hls/cctv12hd.m3u8
CCTV13,http://iptv.tvfix.org/hls/cctv13hd.m3u8
CCTV14,http://iptv.tvfix.org/hls/cctv14hd.m3u8
CCTV15,http://iptv.tvfix.org/hls/cctv15hd.m3u8
CCTV16,http://iptv.tvfix.org/hls/cctv16hd.m3u8
CCTV17,http://iptv.tvfix.org/hls/cctv17hd.m3u8
CCTV5+,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226171/1/index.m3u8?fmt=ts2hls
CCTV5+,http://39.136.66.39/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226128/1/index.m3u8?fmt=ts2hls
CCTV5+,http://111.20.33.93/TVOD/88888893/224/3221226221/index.m3u8
广东,#genre#
雷州综合,https://0.wx1688.top/gd/tv.php?id=leizzh
徐闻台,https://0.wx1688.top/gd/tv.php?id=xwzh
湛江新闻,http://zjstyhls.tianma3600.com/zjsty/zhpd.m3u8 
湛江公共,http://zjstyhls.tianma3600.com/zjsty/ggpd.m3u8 
湛江综合,http://zjstyhls.tianma3600.com/zjsty/zhpd.m3u8 
湛江综合,https://0.wx1688.top/gd/tv.php?id=zjzh
南方卫视,https://0.wx1688.top/gd/tv.php?id=nfws
广东公共,https://0.wx1688.top/gd/tv.php?id=gdgg
广东新闻,https://0.wx1688.top/gd/tv.php?id=gdxw
广东经济科教,https://0.wx688.top/gd/tv.php?id=gdjjkj
广东体育,https://0.wx1688.top/gd/tv.php?id=gdty
广东少儿,https://0.wx1688.top/gd/tv.php?id=gdse
广东影视,https://0.wx1688.top/gd/tv.php?id=gdys
嘉佳卡通,https://0.wx1688.top/gd/tv.php?id=jjkt
广东国际,https://0.wx1688.top/gd/tv.php?id=gdgj
广东移动,https://0.wx1688.top/gd/tv.php?id=gdyd
广东综艺,https://0.wx1688.top/gd/tv.php?id=gdzy
GRTN文化频道,https://0.wx1688.top/gd/tv.php?id=gdwh
深圳卫视,https://0.wx1688.top/gd/tv.php?id=szws
其他,#genre#
凤凰卫视香港台,http://hkss3.phoenixtv.com/fs/phk.stream/.m3u8
凤凰中文台,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8#http://iptv.tvfix.org/hls/fhzw.m3u8#http://live.scuec.edu.cn:8080/hls/fhzw.m3u8
凤凰资讯台,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226546/1.m3u8#http://iptv.tvfix.org/hls/fhzx.m3u8#http://ott.js.chinamobile.com/TVOD/3/224/3221228098/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
武术频道,#genre#
武术世界1,https://vod.stream.hndt.com/HeNanFF3/20220225/HeNanFF3_20220225_1020_1300.mp4
武术世界2,https://vod.stream.hndt.com/HeNanFF3/20220223/HeNanFF3_20220223_1020_1300.mp4
武术世界3,https://vod.stream.hndt.com/HeNanFF3/20220226/HeNanFF3_20220226_0000_0240.mp4
武术世界4,https://vod.stream.hndt.com/HeNanFF3/20220226/HeNanFF3_20220226_1010_1250.mp4
武术世界5https://tvcdn.stream3.hndt.com/tv/ad4e0a79dbac48c2a9c9930cb96a49b9_transios/playlist.m3u8?wsSecret=5480b8754399e6ddf2c5d85f371f8dbc&wsTime=1645869810
武搏世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8
中国功夫,http://39.134.66.66/PLTV/88888888/224/3221225604/index.m3u8
卫视,#genre#
CGTN,http://39.134.66.66/PLTV/88888888/224/3221225509/index.m3u8
CCTV4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV奥林匹克频道,http://39.135.41.243/PLTV/88888888/224/3221226716/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://39.134.65.141/PLTV/88888888/224/3221225832/index.m3u8
浙江卫视,http://39.134.65.142/PLTV/88888888/224/3221225832/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227491/index.m3u8
江苏卫视,http://39.134.65.142/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8
江苏卫视,http://223.110.245.152/ott.js.chinamobile.com/PLTV/3/224/3221227561/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225702/index.m3u8
广东卫视,http://39.134.65.141/PLTV/88888888/224/3221225859/index.m3u8
广东卫视,http://39.134.65.142/PLTV/88888888/224/3221225859/index.m3u8
广东卫视,http://39.134.65.141/PLTV/88888888/224/3221225836/index.m3u8
广东卫视,http://39.134.65.142/PLTV/88888888/224/3221225836/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视,http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8
广东卫视,http://111.40.196.31/PLTV/88888888/224/3221225531/index.m3u8
江西卫视,http://39.134.65.141/PLTV/88888888/224/3221225884/index.m3u8
江西卫视,http://39.134.65.142/PLTV/88888888/224/3221225884/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240049_1/playlist.m3u8?CONTENTID=00000110240049_1
江西卫视,http://111.11.121.184:6610/030000001001/jiangxistv/1.m3u8?channel-id=ystenlive
江西卫视,http://223.110.251.219:6610/gitv/live1/JXWS/JXWS/.m3u8
江西卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225599/index.m3u8
江西卫视,http://117.148.179.141/TVOD/88888888/224/3221231964/index.m3u8
江西卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225705/index.m3u8
江西卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.34.150:8080/000000001000/1000000001000013731/1.m3u8?xtkg
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8
江西卫视,http://117.148.179.157/PLTV/88888888/224/3221231511/index.m3u8
江西卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225599/index.m3u8
江西卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227738/index.m3u8
四川卫视,http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8
四川卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225487/index.m3u8?fmt=ts2hls
四川卫视,http://scgctvshow.sctv.com:80/scgc/sctv1deu5453w/1.m3u8
四川卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225600/index.m3u8
四川卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225814/index.m3u8
四川卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227556/index.m3u8
东方卫视,http://39.134.65.141/PLTV/88888888/224/3221225828/index.m3u8
东方卫视,http://39.134.65.142/PLTV/88888888/224/3221225828/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://111.40.196.30/PLTV/88888888/224/3221225509/index.m3u8
东方卫视,http://223.110.245.146/ott.js.chinamobile.com/PLTV/3/224/3221227511/index.m3u8
东方卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227732/index.m3u8
辽宁卫视,http://39.134.65.141/PLTV/88888888/224/3221225499/index.m3u8
辽宁卫视,http://39.134.65.142/PLTV/88888888/224/3221225499/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240057_1/playlist.m3u8?CONTENTID=00000110240057_1
辽宁卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1
辽宁卫视,http://111.11.121.184:6610/030000001001/liaoningstv/1.m3u8?channel-id=ystenlive
辽宁卫视,http://223.110.251.219:6610/gitv/live1/LNWS/LNWS/.m3u8
辽宁卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225593/index.m3u8
辽宁卫视,http://117.148.179.152/TVOD/88888888/224/3221231802/index.m3u8
辽宁卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225735/index.m3u8
辽宁卫视,http://223.110.245.145/ott.js.chinamobile.com/TVOD/3/224/3221227410/index.m3u8
辽宁卫视,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227410/index.m3u8
辽宁卫视,http://183.207.249.12:80/PLTV/4/224/3221225802/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdAB
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视,http://39.134.66.66/PLTV/88888888/224/3221225499/index.m3u8
辽宁卫视,http://39.135.34.150:8080/000000001000/1000000002000024033/1.m3u8?xtkg
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225593/index.m3u8
河北卫视,http://39.134.65.141/PLTV/88888888/224/3221225864/index.m3u8
河北卫视,http://39.134.65.142/PLTV/88888888/224/3221225864/index.m3u8
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://111.40.196.27/PLTV/88888888/224/3221225627/index.m3u8
河北卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240040_1/playlist.m3u8?CONTENTID=00000110240040_1
河北卫视,http://111.11.121.184:6610/030000001001/hebeistv/1.m3u8?channel-id=ystenlive
河北卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hbws/1300000/mnf.m3u8
河北卫视,http://223.110.245.149/ott.js.chinamobile.com/PLTV/3/224/3221225840/index.m3u8
河北卫视,http://223.110.245.173:80/PLTV/4/224/3221225840/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz%2BAhLv89U3HWKFogUjLcRuU%2BwWipdMT
河北卫视,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221225815/index.m3u8
河北卫视,http://39.134.66.66/PLTV/88888888/224/3221225867/index.m3u8
河北卫视,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8
河北卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
河北卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227545/index.m3u8
河南卫视,http://39.134.65.141/PLTV/88888888/224/3221225844/index.m3u8
河南卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240041_1/playlist.m3u8?CONTENTID=00000110240041_1
河南卫视,http://111.11.121.184:6610/030000001001/henanstv/1.m3u8?channel-id=ystenlive
河南卫视,http://223.110.251.219:6610/gitv/live1/HENAN/HENAN/.m3u8
河南卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221226064/index.m3u8
河南卫视,http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnws/1300000/mnf.m3u8
河南卫视,http://223.110.246.68/ott.js.chinamobile.com/PLTV/4/224/3221225815/index.m3u8
河南卫视,http://183.207.249.15:80/PLTV/4/224/3221225815/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzA4vtSIDkGIgBiaqrfuKfc0%2BwWipdMTdAB
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8
河南卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
河南卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221225815/index.m3u8
河南卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227521/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8
湖南卫视,http://223.110.243.173/PLTV/3/224/3221227220/index.m3u8
湖南卫视,http://39.134.19.57/PLTV/88888888/224/3221225694/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://111.40.196.27/PLTV/88888888/224/3221225526/index.m3u8
山东卫视,http://111.40.196.30/PLTV/88888888/224/3221225543/index.m3u8
山东卫视,http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227258/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240064_1/playlist.m3u8?CONTENTID=00000110240064_1
山东卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240254_1/playlist.m3u8?CONTENTID=00000110240254_1
山东卫视,http://111.11.121.184:6610/030000001001/shandongstv/1.m3u8?channel-id=ystenlive
山东卫视,http://223.110.251.219:6610/gitv/live1/G_SHANDONG-HQ/G_SHANDONG-HQ/1.m3u8
山东卫视,http://117.148.179.137/TVOD/88888888/224/3221227909/index.m3u8
山东卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225697/index.m3u8
山东卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225738/index.m3u8
山东卫视,http://223.110.243.156/ott.js.chinamobile.com/TVOD/3/224/3221227621/index.m3u8
山东卫视,http://223.110.243.157/ott.js.chinamobile.com/TVOD/3/224/3221227671/index.m3u8
山东卫视,http://223.110.245.154/ott.js.chinamobile.com/TVOD/3/224/3221227258/index.m3u8
山东卫视,http://39.135.34.150:8080/000000001000/1000000001000012807/1.m3u8?xtkg
山东卫视,http://223.110.246.73/ott.js.chinamobile.com/PLTV/4/224/3221227697/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227258/index.m3u8
山东卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227310/index.m3u8
山东卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227621/index.m3u8
山东卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227671/index.m3u8
山东卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227697/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8
北京卫视,http://111.40.196.32/PLTV/88888888/224/3221225527/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.135.135.81:80/wh7f454c46tw1737839898_639983344/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8?icpid=88888888&RTS=1554599510&from=1&hms_devid=690
北京卫视,http://39.134.19.28/PLTV/88888888/224/3221225724/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8?icpid=88888888&from=30&hms_devid=1452
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.134.19.57/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225833/index.m3u8
北京卫视,http://183.207.249.7/PLTV/3/224/3221225574/index.m3u8
北京卫视,http://183.207.249.174/ott.js.chinamobile.com/PLTV/3/224/3221227390/index.m3u8
北京卫视,http://223.110.243.173/PLTV/3/224/3221227246/index.m3u8
北京卫视,http://iptv.tvfix.org/hls/brtv1.m3u8
黑龙江卫,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
安徽卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240024_1/playlist.m3u8?CONTENTID=00000110240024_1
安徽卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240256_1/playlist.m3u8?CONTENTID=00000110240256_1
安徽卫视,http://111.11.121.184:6610/030000001001/anhuistv/1.m3u8?channel-id=ystenlive
安徽卫视,http://223.110.251.219:6610/gitv/live1/AHWS/AHWS/.m3u8
安徽卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225590/index.m3u8
安徽卫视,http://117.148.179.177/TVOD/88888888/224/3221230215/index.m3u8
安徽卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225691/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8
深圳卫视,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240004_1/playlist.m3u8?CONTENTID=00000110240004_1
深圳卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1
深圳卫视,http://111.11.121.184:6610/030000001001/shenzhenstv/1.m3u8?channel-id=ystenlive
深圳卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/TVOD/88888888/224/3221225592/index.m3u8
深圳卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225700/index.m3u8
深圳卫视,http://39.135.138.60:18890/TVOD/88888910/224/3221225741/index.m3u8
深圳卫视,http://223.110.243.141/ott.js.chinamobile.com/TVOD/3/224/3221227624/index.m3u8
深圳卫视,http://223.110.245.157/ott.js.chinamobile.com/TVOD/3/224/3221227695/index.m3u8
深圳卫视,http://223.110.245.154/ott.js.chinamobile.com/TVOD/3/224/3221227677/index.m3u8
深圳卫视,http://223.110.246.71/ott.js.chinamobile.com/PLTV/4/224/3221227695/index.m3u8
深圳卫视,http://223.110.243.171/PLTV/3/224/3221227217/index.m3u8
深圳卫视,http://183.207.249.37:80/PLTV/4/224/3221227307/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdAB
深圳卫视,http://39.135.34.150:8080/000000001000/1000000001000011645/1.m3u8?xtkg
深圳卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225592/index.m3u8
深圳卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227624/index.m3u8
深圳卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227677/index.m3u8
深圳卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227695/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8
天津卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225739/index.m3u8
天津卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240136_1/playlist.m3u8?CONTENTID=00000110240136_1
天津卫视,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227212/index.m3u8
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
天津卫视,http://223.110.243.171/PLTV/3/224/3221227212/index.m3u8
天津卫视,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227382/index.m3u8
天津卫视,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227407/index.m3u8
天津卫视,http://39.134.19.135/PLTV/88888888/224/3221225670/1.m3u8
天津卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227407/index.m3u8
天津卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227756/index.m3u8
天津卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227741/index.m3u8
天津卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221227633/index.m3u8
天津卫视,http://111.11.121.184:6610/030000001001/tianjinstv/1.m3u8?channel-id=ystenlive
